rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp	blog	web	TVM	spok	fic	mag	news	acad	blogPM	webPM	TVMPM	spokPM	ficPM	magPM	newsPM	acadPM
1275	attend	v	75448	75.98	0.02	0.00	47559	0.96	10539	10447	2905	4681	5948	10440	16229	14259	84.82	81.23	22.68	37.11	50.27	82.80	133.31	119.03
1276	replace	v	75439	75.97	0.03	0.00	50601	0.97	11077	11411	3635	5549	6472	14013	13559	9723	89.15	88.72	28.38	43.99	54.70	111.13	111.37	81.17
1277	due	i	75368	75.90	0.08	0.00	43372	0.92	17688	17577	1728	2184	2012	7600	5149	21430	142.35	136.67	13.49	17.31	17.00	60.27	42.29	178.90
1278	hill	n	75365	75.89	0.55	0.01	39303	0.96	5567	6224	5463	7573	14580	13905	17352	4704	44.80	48.39	42.65	60.04	123.22	110.28	142.53	39.27
1279	kitchen	n	75167	75.70	0.08	0.02	33076	0.92	5043	4461	8018	3827	31421	10734	10138	1525	40.59	34.69	62.60	30.34	265.55	85.13	83.27	12.73
1280	achieve	v	74946	75.47	0.02	0.00	44466	0.93	10929	11164	1908	5410	2422	11061	6552	25500	87.96	86.80	14.90	42.89	20.47	87.72	53.82	212.87
1281	screen	n	74705	75.23	0.05	0.01	34524	0.96	11623	12034	3541	6597	14985	13344	7316	5265	93.54	93.57	27.65	52.30	126.65	105.83	60.09	43.95
1282	generally	r	74681	75.21	0.08	0.00	46116	0.94	11926	13656	1021	5178	2325	10505	7776	22294	95.98	106.18	7.97	41.05	19.65	83.31	63.87	186.11
1283	mistake	n	74643	75.17	0.02	0.01	46277	0.98	11402	9876	14783	12402	7477	7417	7664	3622	91.76	76.79	115.42	98.32	63.19	58.82	62.95	30.24
1284	along	r	74461	74.98	0.01	0.01	52000	0.98	8421	8124	11705	10013	16084	9648	7358	3108	67.77	63.17	91.39	79.38	135.93	76.52	60.44	25.95
1285	strike	v	74378	74.90	0.05	0.01	48387	0.98	8310	9481	5793	10326	12311	10271	12154	5732	66.88	73.72	45.23	81.86	104.05	81.46	99.83	47.85
1286	battle	n	74296	74.82	0.12	0.01	42075	0.97	8830	10332	6429	10983	6331	13601	12277	5513	71.06	80.33	50.20	87.07	53.51	107.87	100.84	46.02
1287	spot	n	74296	74.51	0.04	0.01	48334	0.97	8796	8018	7807	5395	11766	15184	13561	3467	70.79	62.34	60.96	42.77	99.44	120.42	111.39	28.94
1288	basic	j	74208	74.73	0.07	0.00	45077	0.94	11578	12569	2087	6078	2269	12279	7455	19893	93.18	97.73	16.30	48.19	19.18	97.38	61.24	166.06
1289	very	j	74143	74.66	0.03	0.00	49442	0.97	10835	11081	6490	14159	8727	7889	4817	10145	87.20	86.16	50.67	112.25	73.76	62.57	39.57	84.69
1290	corner	n	74047	74.57	0.05	0.01	45403	0.94	7559	6974	7120	5115	24832	10124	9563	2760	60.84	54.22	55.59	40.55	209.87	80.29	78.55	23.04
1291	target	n	73925	74.44	0.09	0.01	37615	0.96	8966	9401	6133	8668	3780	12218	9525	15234	72.16	73.10	47.89	68.72	31.95	96.90	78.24	127.17
1292	driver	n	73902	74.42	0.08	0.02	31457	0.97	8307	9135	6842	6514	12810	11191	15122	3981	66.86	71.03	53.42	51.64	108.26	88.75	124.21	33.23
1293	beginning	n	73853	74.37	0.03	0.00	51435	0.97	9738	11856	5471	12823	6228	8539	7323	11875	78.37	92.18	42.72	101.66	52.64	67.72	60.15	99.13
1294	religion	n	73744	74.26	0.09	0.01	22818	0.93	16665	16197	2233	5747	2150	8008	6009	16735	134.12	125.94	17.44	45.56	18.17	63.51	49.36	139.70
1295	crisis	n	73691	74.21	0.07	0.01	35148	0.95	9543	10013	2457	13748	1874	9855	12196	14005	76.80	77.85	19.18	108.99	15.84	78.16	100.18	116.91
1296	count	v	73650	74.17	0.06	0.01	48330	0.98	11040	10114	10630	8216	10443	8682	8954	5571	88.85	78.64	83.00	65.14	88.26	68.85	73.55	46.51
1297	museum	n	73559	74.08	0.50	0.02	21332	0.92	4258	6006	2736	4227	4029	18343	19746	14214	34.27	46.70	21.36	33.51	34.05	145.47	162.20	118.66
1298	engage	v	73493	74.01	0.02	0.00	42778	0.94	11107	11407	3468	7185	3363	7965	6308	22690	89.39	88.69	27.08	56.96	28.42	63.17	51.81	189.41
1299	communication	n	73413	73.93	0.17	0.01	35917	0.94	9054	11177	2844	5688	2639	9163	9748	23100	72.87	86.90	22.21	45.09	22.30	72.67	80.07	192.84
1300	murder	n	73388	73.90	0.06	0.01	27384	0.96	5961	6647	16381	19158	6258	5473	10423	3087	47.97	51.68	127.90	151.88	52.89	43.41	85.62	25.77
1301	blow	v	73361	73.88	0.05	0.01	45107	0.97	7750	7278	18703	7807	16322	7787	6209	1505	62.37	56.59	146.03	61.89	137.95	61.76	51.00	12.56
1302	object	n	73304	73.82	0.03	0.00	27062	0.93	6077	15680	2714	2159	6187	15627	3844	21016	48.91	121.92	21.19	17.12	52.29	123.93	31.57	175.44
1303	express	v	73274	73.79	0.01	0.00	44508	0.95	10766	12875	2253	6357	3124	8380	8237	21282	86.65	100.11	17.59	50.40	26.40	66.46	67.66	177.66
1304	huh	u	73257	73.77	0.35	0.03	24798	0.87	1689	1501	60063	3460	5654	467	337	86	13.59	11.67	468.97	27.43	47.78	3.70	2.77	0.72
1305	encourage	v	73251	73.77	0.03	0.00	48331	0.95	11306	11358	1708	6365	2779	11272	9426	19037	90.99	88.31	13.34	50.46	23.49	89.40	77.43	158.92
1306	matter	v	73171	73.69	0.03	0.01	46476	0.98	13680	10178	13931	8960	10926	6666	5459	3371	110.10	79.14	108.77	71.03	92.34	52.87	44.84	28.14
1307	blog	n	73163	73.68	0.06	0.01	26812	0.85	43055	21256	572	1767	451	2118	2440	1537	346.51	165.27	4.47	14.01	3.81	16.80	20.04	12.83
1308	smile	v	73137	73.65	0.04	0.00	30852	0.84	3114	5297	5063	2282	48212	4582	3686	901	25.06	41.19	39.53	18.09	407.46	36.34	30.28	7.52
1309	return	n	73109	73.62	0.06	0.01	42382	0.96	9889	12816	3422	5355	5933	12790	13016	9888	79.59	99.65	26.72	42.45	50.14	101.43	106.91	82.54
1310	belief	n	73067	73.58	0.03	0.00	32544	0.93	15889	14477	1918	4510	2392	7164	5038	21679	127.88	112.56	14.98	35.76	20.22	56.82	41.38	180.97
1311	block	n	73065	73.58	0.07	0.01	36754	0.93	7049	7133	6391	5138	10328	8899	21005	7122	56.73	55.46	49.90	40.73	87.29	70.58	172.54	59.45
1312	debt	n	73015	73.53	0.04	0.00	23653	0.93	17818	17584	2691	9539	1753	7264	10145	6221	143.40	136.72	21.01	75.62	14.82	57.61	83.33	51.93
1313	fire	v	72911	73.42	0.07	0.02	38807	0.98	7962	7813	15850	11305	8626	7896	11445	2014	64.08	60.75	123.76	89.63	72.90	62.62	94.01	16.81
1314	labor	n	72759	73.27	0.21	0.00	29874	0.94	9844	11288	2274	6973	2829	9254	11494	18803	79.23	87.77	17.76	55.28	23.91	73.39	94.41	156.97
1315	understanding	n	72651	73.16	0.02	0.00	39087	0.92	10368	11706	2005	4836	3199	7265	3786	29486	83.44	91.02	15.65	38.34	27.04	57.62	31.10	246.15
1316	neighborhood	n	72625	73.14	0.05	0.01	35463	0.95	7715	6689	5325	8822	7424	8316	21377	6957	62.09	52.01	41.58	69.94	62.74	65.95	175.59	58.08
1317	contract	n	72568	73.08	0.05	0.00	30957	0.94	10498	10595	4378	5232	3153	8937	19249	10526	84.49	82.38	34.18	41.48	26.65	70.88	158.11	87.87
1318	middle	n	72563	73.07	0.05	0.01	50215	0.98	8717	8174	9796	9270	14701	8653	8153	5099	70.15	63.55	76.49	73.49	124.25	68.62	66.97	42.57
1319	species	n	72542	73.05	0.05	0.00	18244	0.91	5046	9398	2984	2551	3676	17509	4570	26808	40.61	73.07	23.30	20.22	31.07	138.86	37.54	223.79
1320	additional	j	72539	73.05	0.09	0.00	44911	0.93	9329	13273	947	4737	1315	10250	10646	22042	75.08	103.20	7.39	37.55	11.11	81.29	87.45	184.00
1321	sample	n	72489	73.00	0.06	0.01	22303	0.85	4687	7086	3525	2507	2210	6500	3384	42590	37.72	55.10	27.52	19.88	18.68	51.55	27.80	355.54
1322	involved	j	72455	72.96	0.01	0.00	48897	0.96	9175	9821	4522	13915	2716	7804	10208	14294	73.84	76.36	35.31	110.32	22.95	61.89	83.85	119.33
1323	inside	r	72435	72.94	0.09	0.01	43652	0.95	4707	5094	16153	6704	24503	7100	6066	2108	37.88	39.61	126.12	53.15	207.09	56.31	49.83	17.60
1324	mostly	r	72378	72.89	0.08	0.00	51477	0.97	12908	10484	3886	6076	9868	10911	11488	6757	103.88	81.52	30.34	48.17	83.40	86.53	94.36	56.41
1325	path	n	72335	72.84	0.05	0.01	42601	0.97	10793	11699	4524	5083	12536	11009	7530	9161	86.86	90.96	35.32	40.30	105.95	87.31	61.85	76.48
1326	concerned	j	72309	72.82	0.02	0.00	49693	0.97	9366	8971	5889	15955	5442	7265	9192	10229	75.38	69.75	45.98	126.49	45.99	57.62	75.50	85.39
1327	apple	n	72273	72.78	0.63	0.01	23333	0.93	19319	15493	3843	3871	5591	15061	7344	1751	155.48	120.46	30.01	30.69	47.25	119.45	60.32	14.62
1328	conduct	v	72181	72.69	0.01	0.00	40870	0.92	6000	9109	1761	5665	1812	8736	10050	29048	48.29	70.82	13.75	44.91	15.31	69.28	82.55	242.49
1329	god	n	72022	72.53	0.31	0.02	25759	0.95	12772	15692	20540	3063	9035	4397	1784	4739	102.79	122.01	160.38	24.28	76.36	34.87	14.65	39.56
1330	wonderful	j	71940	72.45	0.08	0.01	43617	0.97	11542	10010	13730	14835	7386	6748	5874	1815	92.89	77.83	107.20	117.61	62.42	53.52	48.25	15.15
1331	library	n	71921	72.43	0.29	0.01	23827	0.89	8824	12380	3300	2793	7087	6758	9312	21467	71.02	96.26	25.77	22.14	59.90	53.60	76.49	179.20
1332	prison	n	71871	72.38	0.07	0.01	27931	0.97	5967	7257	10404	14586	5397	7748	14852	5660	48.02	56.42	81.23	115.64	45.61	61.45	122.00	47.25
1333	hole	n	71837	72.34	0.06	0.01	35049	0.96	6762	7625	9609	4613	13620	16837	8814	3957	54.42	59.29	75.03	36.57	115.11	133.53	72.40	33.03
1334	attempt	n	71833	72.34	0.02	0.00	47046	0.96	10908	11578	2299	5628	5200	9130	10293	16797	87.79	90.02	17.95	44.62	43.95	72.41	84.55	140.22
1335	complete	v	71752	72.26	0.03	0.00	44779	0.94	8051	10576	2995	3267	3839	9772	11547	21705	64.79	82.23	23.38	25.90	32.45	77.50	94.85	181.19
1336	code	n	71659	72.16	0.16	0.01	29896	0.96	12002	15668	8333	4573	4299	7334	6444	13006	96.59	121.82	65.06	36.25	36.33	58.16	52.93	108.57
1337	sales	n	71601	72.10	0.05	0.00	31746	0.93	13081	9533	1899	5530	1789	14069	20642	5058	105.28	74.12	14.83	43.84	15.12	111.58	169.56	42.22
1338	gift	n	71372	71.87	0.07	0.01	37030	0.98	9209	9985	11204	6334	9024	11358	8316	5942	74.11	77.64	87.48	50.22	76.27	90.08	68.31	49.60
1339	refuse	v	71277	71.78	0.02	0.00	46162	0.97	11230	11210	4757	7247	10021	8849	10676	7287	90.38	87.16	37.14	57.45	84.69	70.18	87.69	60.83
1340	increase	n	71248	71.75	0.01	0.00	34808	0.94	10579	11753	619	6795	542	8626	11878	20456	85.14	91.38	4.83	53.87	4.58	68.41	97.57	170.76
1341	garden	n	71243	71.74	0.28	0.01	27280	0.92	5764	5313	3772	2886	12013	24113	12974	4408	46.39	41.31	29.45	22.88	101.53	191.23	106.57	36.80
1342	introduce	v	71221	71.72	0.03	0.00	48231	0.97	7954	9954	5806	6601	5431	11750	8798	14927	64.01	77.39	45.33	52.33	45.90	93.19	72.27	124.61
1343	roll	v	71123	71.62	0.08	0.01	45222	0.95	6551	6819	8822	6972	21330	10773	8103	1753	52.72	53.02	68.88	55.27	180.27	85.44	66.56	14.63
1344	christian	j	71055	71.55	0.98	0.02	26667	0.95	12059	12578	2486	5529	2385	11043	12050	12925	97.05	97.80	19.41	43.83	20.16	87.58	98.98	107.90
1345	definitely	r	70982	71.48	0.10	0.01	46439	0.96	15935	10943	13273	12715	4907	5643	6072	1494	128.25	85.08	103.63	100.80	41.47	44.75	49.88	12.47
1346	like	j	70955	71.45	0.03	0.01	45933	0.97	8653	8547	16872	15784	7434	6109	4680	2877	69.64	66.46	131.74	125.14	62.83	48.45	38.44	24.02
1347	lake	n	70940	71.44	0.59	0.02	25641	0.94	4540	5924	4704	4003	10561	15720	18057	7431	36.54	46.06	36.73	31.74	89.26	124.67	148.32	62.03
1348	turn	n	70831	71.33	0.03	0.01	48919	0.98	6983	8212	7684	5602	10935	12520	7652	11243	56.20	63.85	60.00	44.41	92.42	99.29	62.85	93.86
1349	sure	r	70758	71.26	0.43	0.01	44832	0.96	11743	7831	27604	7481	7616	4352	3638	493	94.51	60.89	215.53	59.31	64.37	34.51	29.88	4.12
1350	earn	v	70697	71.19	0.02	0.01	45075	0.96	11257	9994	4199	4763	4258	13151	16189	6886	90.60	77.71	32.79	37.76	35.99	104.30	132.98	57.48
1351	plane	n	70679	71.18	0.03	0.01	28076	0.96	6928	6230	10601	13841	9323	10190	9968	3598	55.76	48.44	82.77	109.73	78.79	80.81	81.88	30.04
1352	vehicle	n	70662	71.16	0.04	0.00	29581	0.96	8639	9153	3983	6482	5579	12382	16361	8083	69.53	71.17	31.10	51.39	47.15	98.20	134.39	67.48
1353	examine	v	70501	71.00	0.03	0.00	35662	0.89	4683	7966	1831	3280	6079	6447	4606	35609	37.69	61.94	14.30	26.00	51.38	51.13	37.83	297.26
1354	application	n	70441	70.94	0.07	0.00	29191	0.92	11669	16898	1705	2097	1414	9161	5940	21557	93.91	131.39	13.31	16.62	11.95	72.65	48.79	179.96
1355	thousand	n	70404	70.90	0.06	0.00	39088	0.92	15536	17680	11187	7694	4961	6026	5144	2176	125.03	137.47	87.35	61.00	41.93	47.79	42.25	18.17
1356	coffee	n	70366	70.86	0.09	0.01	31293	0.95	6945	5889	14986	3853	21702	7989	6567	2435	55.89	45.79	117.01	30.55	183.41	63.36	53.94	20.33
1357	gain	v	70275	70.77	0.02	0.00	48443	0.96	10673	11471	2768	6273	4128	10900	9694	14368	85.90	89.19	21.61	49.73	34.89	86.45	79.63	119.94
1358	result	v	70269	70.76	0.05	0.01	41774	0.92	9487	12365	888	2406	1294	8629	7874	27326	76.35	96.14	6.93	19.07	10.94	68.43	64.68	228.12
1359	file	n	70059	70.55	0.09	0.02	24953	0.95	9911	19117	8297	4002	6053	10202	5765	6712	79.76	148.64	64.78	31.73	51.16	80.91	47.35	56.03
1360	billion	m	70048	70.54	0.01	0.00	23572	0.86	0	0	0	16097	1249	18864	25592	8284	0.00	0.00	0.00	127.62	10.56	149.61	210.22	69.15
1361	reform	n	70010	70.50	0.11	0.01	25151	0.93	7908	8520	539	15214	396	7860	11250	18323	63.64	66.25	4.21	120.62	3.35	62.34	92.41	152.96
1362	ignore	v	70007	70.50	0.05	0.00	44824	0.97	14104	11864	4099	4913	11771	7854	6713	8689	113.51	92.25	32.00	38.95	99.48	62.29	55.14	72.53
1363	welcome	v	69914	70.41	0.47	0.01	45808	0.94	6204	5451	17044	23644	4698	4638	5647	2588	49.93	42.38	133.08	187.45	39.71	36.78	46.38	21.60
1364	gold	n	69903	70.39	0.20	0.02	31283	0.97	8951	8503	7943	4885	12507	11466	11518	4130	72.04	66.11	62.02	38.73	105.70	90.93	94.61	34.48
1365	jump	v	69861	70.35	0.05	0.01	44907	0.97	8473	7854	11448	8340	15947	8006	7973	1820	68.19	61.07	89.39	66.12	134.78	63.49	65.49	15.19
1366	planet	n	69822	70.31	0.11	0.01	25211	0.95	10220	11140	11158	3758	8471	16873	3735	4467	82.25	86.62	87.12	29.79	71.59	133.82	30.68	37.29
1367	location	n	69669	70.16	0.06	0.01	39482	0.96	9772	11913	4886	4108	3086	10722	11286	13896	78.65	92.63	38.15	32.57	26.08	85.03	92.70	116.00
1368	bird	n	69662	70.15	0.11	0.01	25184	0.96	5493	7074	7905	4371	16380	14592	6964	6883	44.21	55.00	61.72	34.65	138.44	115.73	57.20	57.46
1369	amazing	j	69525	70.01	0.11	0.02	42151	0.96	14810	11780	14856	13269	3641	5729	4465	975	119.19	91.59	115.99	105.20	30.77	45.44	36.68	8.14
1370	principle	n	69403	69.89	0.06	0.00	30786	0.92	10006	14267	1561	5379	1761	7382	4144	24903	80.53	110.93	12.19	42.64	14.88	58.54	34.04	207.89
1371	promote	v	69398	69.89	0.03	0.00	40522	0.94	11051	10816	1602	4273	1042	9389	9317	21908	88.94	84.10	12.51	33.88	8.81	74.46	76.53	182.89
1372	search	n	69392	69.88	0.11	0.01	33439	0.96	13057	14358	4538	6821	3613	8434	7561	11010	105.08	111.64	35.43	54.08	30.54	66.89	62.11	91.91
1373	nine	m	69389	69.88	0.13	0.01	48032	0.98	4667	6354	8504	10243	7963	10330	14756	6572	37.56	49.40	66.40	81.21	67.30	81.92	121.21	54.86
1374	alive	j	69360	69.85	0.04	0.01	41724	0.98	6064	6867	20094	8721	12843	6433	5456	2882	48.80	53.39	156.89	69.14	108.54	51.02	44.82	24.06
1375	possibility	n	69316	69.80	0.01	0.00	45647	0.96	9436	9810	3379	8920	5575	8675	7191	16330	75.94	76.28	26.38	70.72	47.12	68.80	59.07	136.32
1376	sky	n	69285	69.77	0.12	0.01	32865	0.93	4748	6468	6546	3590	24564	14668	5071	3630	38.21	50.29	51.11	28.46	207.60	116.33	41.65	30.30
1377	otherwise	r	69243	69.73	0.21	0.00	48726	0.97	13575	14220	5248	4921	6603	8870	6739	9067	109.25	110.56	40.98	39.01	55.81	70.35	55.35	75.69
1378	remind	v	69182	69.67	0.04	0.00	48458	0.98	11420	9286	9045	6726	14262	7872	5549	5022	91.91	72.20	70.62	53.32	120.54	62.43	45.58	41.92
1379	healthy	j	69023	69.51	0.07	0.01	38842	0.95	12380	10885	3954	6494	3375	16245	8104	7586	99.63	84.63	30.87	51.48	28.52	128.84	66.57	63.33
1380	fit	v	68996	69.48	0.02	0.01	47493	0.98	10910	9633	6916	5373	7760	13071	6892	8441	87.80	74.90	54.00	42.60	65.58	103.66	56.61	70.46
1381	horse	n	68883	69.37	0.10	0.01	24248	0.95	6497	6828	10787	4269	20461	9122	7972	2947	52.29	53.09	84.22	33.84	172.93	72.34	65.48	24.60
1382	advantage	n	68866	69.35	0.03	0.00	45585	0.96	11442	10771	3483	5996	3726	11082	9221	13145	92.09	83.75	27.20	47.54	31.49	87.89	75.74	109.73
1383	commercial	j	68821	69.30	0.31	0.10	32983	0.90	5703	6577	1829	22670	1652	9077	9757	11555	45.90	51.14	14.28	179.73	13.96	71.99	80.14	96.46
1384	steal	v	68807	69.29	0.05	0.01	36405	0.98	7939	7437	20390	6151	10276	5331	9443	1840	63.89	57.82	159.20	48.76	86.85	42.28	77.57	15.36
1385	basis	n	68758	69.24	0.01	0.00	41700	0.93	11138	13092	1555	7272	1411	7028	5889	21373	89.64	101.79	12.14	57.65	11.93	55.74	48.37	178.42
1386	context	n	68668	69.15	0.03	0.00	29661	0.89	9695	10752	721	4634	1061	4451	2574	34780	78.03	83.60	5.63	36.74	8.97	35.30	21.14	290.34
1387	highly	r	68586	69.07	0.03	0.00	46301	0.95	10398	11573	2733	4488	2614	10440	7513	18827	83.68	89.98	21.34	35.58	22.09	82.80	61.71	157.17
1388	christmas	n	68542	69.02	0.98	0.01	24324	0.97	6272	5632	16544	9506	9798	7717	11591	1482	50.48	43.79	129.17	75.36	82.81	61.20	95.21	12.37
1389	strength	n	68537	69.02	0.04	0.01	40744	0.97	7860	9653	5211	5267	7130	10911	7481	15024	63.26	75.05	40.69	41.76	60.26	86.53	61.45	125.42
1390	move	n	68522	69.00	0.04	0.01	46589	0.98	8578	7926	9484	7469	6756	11279	12380	4650	69.04	61.63	74.05	59.21	57.10	89.45	101.69	38.82
1391	monday	n	68488	68.97	0.00	0.00	316	0.82	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1392	mean	n	68411	68.89	0.04	0.00	41752	0.94	10297	12277	4011	4803	3403	6698	4354	22568	82.87	95.46	31.32	38.08	28.76	53.12	35.76	188.40
1393	alone	j	68401	68.88	0.03	0.01	43387	0.97	6124	6626	21724	5389	15241	5951	4249	3097	49.29	51.52	169.62	42.72	128.81	47.20	34.90	25.85
1394	beach	n	68303	68.78	0.42	0.02	28793	0.96	5784	6096	7011	7178	11136	12760	15006	3332	46.55	47.40	54.74	56.91	94.12	101.20	123.26	27.82
1395	survey	n	68301	68.78	0.16	0.01	26224	0.89	5745	8953	589	3368	888	9362	8449	30947	46.24	69.61	4.60	26.70	7.50	74.25	69.40	258.34
1396	writing	n	68200	68.68	0.07	0.00	31323	0.94	12535	13655	2514	3474	4811	5888	5054	20269	100.88	106.17	19.63	27.54	40.66	46.70	41.51	169.20
1397	master	n	68182	68.66	0.36	0.02	34101	0.98	6980	11049	9876	3533	9851	9381	9456	8056	56.18	85.91	77.11	28.01	83.26	74.40	77.67	67.25
1398	cry	v	68161	68.64	0.03	0.01	35867	0.94	6070	8025	11537	6826	24135	5749	4365	1454	48.85	62.40	90.08	54.12	203.98	45.59	35.85	12.14
1399	scale	n	68139	68.62	0.11	0.00	30031	0.89	7064	7388	1768	3077	2927	8328	4049	33538	56.85	57.44	13.80	24.39	24.74	66.05	33.26	279.97
1400	resident	n	68096	68.57	0.08	0.02	32230	0.92	7925	7231	1604	5859	2321	7532	25670	9954	63.78	56.22	12.52	46.45	19.62	59.73	210.86	83.10
1401	football	n	68073	68.55	0.13	0.01	27064	0.93	10744	7823	5257	6535	3367	7820	24024	2503	86.47	60.83	41.05	51.81	28.46	62.02	197.34	20.89
1402	sweet	j	67903	68.38	0.16	0.02	39416	0.97	6140	6387	18500	4746	12508	10947	7453	1222	49.42	49.66	144.45	37.63	105.71	86.82	61.22	10.20
1403	failure	n	67885	68.36	0.05	0.00	38498	0.95	10628	10886	3206	5882	3426	8657	7932	17268	85.53	84.64	25.03	46.63	28.95	68.66	65.15	144.15
1404	reporter	n	67831	68.31	0.16	0.05	34812	0.94	5744	7234	4170	18388	4884	8548	16076	2787	46.23	56.25	32.56	145.78	41.28	67.79	132.05	23.27
1405	commit	v	67792	68.27	0.02	0.00	42887	0.97	10210	11044	5525	11764	3359	7544	10359	7987	82.17	85.87	43.14	93.26	28.39	59.83	85.09	66.67
1406	fight	n	67767	68.24	0.04	0.01	37570	0.98	10291	8036	11800	11142	6249	7846	9347	3056	82.82	62.48	92.13	88.33	52.81	62.22	76.78	25.51
1407	one	n	67755	68.23	0.02	0.00	40253	0.91	22967	18598	7138	4129	4826	4808	3223	2066	184.84	144.60	55.73	32.73	40.79	38.13	26.47	17.25
1408	associate	v	67750	68.23	0.02	0.00	34442	0.89	7026	9677	904	3374	1362	7577	4326	33504	56.55	75.24	7.06	26.75	11.51	60.09	35.53	279.69
1409	vision	n	67714	68.19	0.08	0.01	35735	0.96	7336	9012	4436	4244	7830	11115	7268	16473	59.04	70.07	34.64	33.65	66.18	88.15	59.70	137.52
1410	function	n	67710	68.19	0.02	0.00	29486	0.90	7756	14280	1499	2151	1893	8240	2907	28984	62.42	111.03	11.70	17.05	16.00	65.35	23.88	241.96
1411	truly	r	67680	68.16	0.05	0.01	45836	0.96	16862	14153	5408	5477	6510	8402	5355	5513	135.71	110.04	42.23	43.42	55.02	66.63	43.99	46.02
1412	sick	j	67645	66.07	0.05	0.01	36179	0.98	7861	7629	19306	7288	11365	5720	4478	1966	63.27	59.32	150.74	57.78	96.05	45.36	36.78	16.41
1413	average	j	67618	68.09	0.06	0.01	37839	0.95	10720	10766	1527	5117	1532	12443	10698	14815	86.28	83.71	11.92	40.57	12.95	98.68	87.87	123.67
1414	human	n	67605	68.08	0.09	0.01	29455	0.96	10924	12264	6964	3248	8701	10686	3828	10990	87.92	95.36	54.37	25.75	73.54	84.75	31.44	91.74
1415	stupid	j	67597	68.07	0.08	0.02	33910	0.95	13599	9865	24930	3628	10388	2542	2059	586	109.45	76.70	194.65	28.76	87.79	20.16	16.91	4.89
1416	will	n	67581	68.06	0.02	0.00	42081	0.97	11725	13271	7863	7386	6363	7108	6565	7300	94.36	103.19	61.39	58.56	53.78	56.37	53.93	60.94
1417	chinese	j	67573	68.05	1.00	0.01	19738	0.95	6894	8176	3901	7091	4623	9354	11055	16479	55.48	63.57	30.46	56.22	39.07	74.18	90.81	137.57
1418	connection	n	67550	68.02	0.05	0.01	40349	0.97	9348	10762	4907	5812	4793	10269	6963	14696	75.23	83.68	38.31	46.08	40.51	81.44	57.19	122.68
1419	camp	n	67510	67.98	0.09	0.01	29004	0.97	5869	6947	6878	7084	7806	11251	15942	5733	47.23	54.01	53.70	56.16	65.97	89.23	130.95	47.86
1420	stone	n	67456	67.93	0.29	0.03	30144	0.95	4930	6979	6810	4568	20661	11570	6540	5398	39.68	54.26	53.17	36.22	174.62	91.76	53.72	45.06
1421	hundred	n	67455	67.93	0.06	0.00	37658	0.91	12682	15188	11692	9241	7199	5102	4459	1892	102.07	118.09	91.29	73.26	60.84	40.46	36.63	15.79
1422	key	n	67404	67.88	0.10	0.02	38723	0.98	6616	8803	14444	5175	12115	9270	6148	4833	53.25	68.45	112.78	41.03	102.39	73.52	50.50	40.35
1423	truck	n	67403	67.88	0.05	0.02	27551	0.96	5053	4955	11210	7042	17825	7981	11109	2228	40.67	38.53	87.53	55.83	150.65	63.30	91.25	18.60
1424	afternoon	n	67378	67.85	0.04	0.02	43221	0.95	4975	5039	8566	8264	19828	8642	10146	1918	40.04	39.18	66.88	65.52	167.58	68.54	83.34	16.01
1425	responsible	j	67329	67.80	0.02	0.00	44691	0.97	10225	10914	6108	9324	3406	7987	7980	11385	82.29	84.86	47.69	73.92	28.79	63.34	65.55	95.04
1426	secretary	n	67325	67.80	0.50	0.02	32164	0.94	4572	8812	2853	20804	3973	8032	12394	5885	36.80	68.52	22.28	164.93	33.58	63.70	101.81	49.13
1427	apparently	r	67248	67.72	0.24	0.00	45503	0.98	11036	9825	7265	12295	8146	6510	6486	5685	88.82	76.39	56.72	97.47	68.85	51.63	53.28	47.46
1428	smart	j	67232	67.70	0.06	0.01	41382	0.98	11614	9329	13066	8087	7266	9839	6040	1991	93.47	72.54	102.02	64.11	61.41	78.03	49.61	16.62
1429	southern	j	67179	67.65	0.55	0.01	36781	0.95	6150	7427	1684	7342	3697	12629	16690	11560	49.50	57.75	13.15	58.21	31.25	100.16	137.09	96.50
1430	totally	r	67117	67.59	0.08	0.01	41895	0.97	14412	10085	14894	10670	4704	5499	4164	2689	115.99	78.41	116.29	84.59	39.76	43.61	34.20	22.45
1431	western	j	67085	67.56	0.65	0.00	33296	0.94	6810	8449	1389	5283	2799	11321	11741	19293	54.81	65.69	10.85	41.88	23.66	89.78	96.44	161.06
1432	collect	v	67062	67.53	0.03	0.00	40648	0.96	6979	9214	4144	4668	6303	9980	8708	17066	56.17	71.64	32.36	37.01	53.27	79.15	71.53	142.47
1433	conflict	n	67061	67.53	0.05	0.00	30544	0.92	7114	9065	1555	7429	1447	7579	8326	24546	57.25	70.48	12.14	58.90	12.23	60.11	68.39	204.91
1434	burn	v	66886	67.36	0.05	0.01	38907	0.98	6912	7697	13463	6030	14673	9268	5962	2881	55.63	59.85	105.12	47.81	124.01	73.50	48.97	24.05
1435	learning	n	66879	67.35	0.10	0.01	20308	0.81	6627	6234	727	1488	1000	4741	3431	42631	53.33	48.47	5.68	11.80	8.45	37.60	28.18	355.88
